"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"Adams County","CO","Denver-Aurora-Lakewood","08","001",124,,,,,,,,,,,,,,,,,,1450,1497.5,1600,1645,1670,1595,1500,1522.5,1570,1525,1500,1695,1550,1500,1622.5,1500,1475,1650,1650,1650,1700,1795,1750,1750,1757.5,1700,1695,1697.5,1695,1725,1687.5,1675,1650,1700,1812.5,1830,1850,1885,1837.5,1995,2050,1909,1904.5,1939,1999.5,2004.5,1995,2017,1939,1989,2039,2082,2059.5,2024.5,1995,1994.5,1995,1982.5,1950,2100,2170,2150,2200,1900,1890,1900,2097.5,2099,2099,2195,2195,2200,2200,2195,2185,2125,2150,2095,2125,2100,2200,2173,2195,2300,2200,2200,2197,2200,2197.5,2200,2200
"Virginia Beach City","VA","Virginia Beach-Norfolk-Newport News","51","810",125,1790,1795,1800,1800,1950,1995,1995,1837.5,1800,1800,1800,1750,1750,1800,1850,1895,1850,1850,1800,1735,1750,1700,1700,1750,1795,1800,1850,1750,1795,1800,1795,1775,1750,1750,1700,1700,1750,1795,1785,1795,1795,1800,1750,1750,1750,1750,1750,1737.5,1699.5,1700,1700,1837.5,1850,1800,1800,1800,1800,1787.5,1797,1795,1800,1795,1850,1895,1850,1850,1799.5,1795,1750,1700,1750,1795,1800,1850,1850,1850,1800,1800,1850,1800,1795,1750,1800,1785,1800,1837.5,1850,1850,1900,1900,1895,1900,1895,1875,1850,1850,1895,1872.5,1900,1925,1950,1950,1910,1895,1895,1895,1895,1875
"Knox County","TN","Knoxville","47","093",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1600,1450,1637.5,1800,1650,1800,1800,1700,1700,1695,1700,1675,1797.5,1700,1797.5,1697.5,1622.5,1800,1700,1650,1775,1797.5,1612.5,1725
"Clark County","WA","Portland-Vancouver-Hillsboro","53","011",127,,,,,,,,,,,,,,,,,,,,,,,1395,1372.5,1295,1500,1550,1595,1650,1500,1495,1495,1550,1500,1495,1472.5,1550,1595,1495,1450,1695,1625,1695,1677.5,1625,1595,1500,1497.5,1500,1550,1550,1595,1695,1795,1750,1695,1600,1595,1670,1650,1595,1672.5,1737.5,1700,1795,1750,1800,1795,1795,1750,1795,1750,1750,1800,1850,1772.5,1962.5,1845,1845,1895,1897.5,1795,1750,1862.5,1820,1825,1995,1950,2095,2100,2095,2095,1995,1985,1995,1912.5,1997.5,1995,1912.5,1996.5,2100,2150,2100,2097.5,2012.5,2050,2000,2000
"Seminole County","FL","Orlando-Kissimmee-Sanford","12","117",128,,,,,,,,,,,,1925,1822.5,1697.5,1695,1895,1750,1662.5,1695,1812.5,1750,1600,1666,1525,1525,1600,1650,1697.5,1700,1750,1650,1825,1795,1700,1695,1624.5,1695,1695,1700,1700,1775,1700,1739.5,1799,1795,1795,1750,1750,1700,1750,1750,1750,1850,1849,1849,1797,1795,1750,1810,1750,1795,1812.5,1795,1837.5,1895,1875,1949,1895,1887.5,1895,1889.5,1869,1895,1995,1950,1999,1900,1995,1925,2085,1800,1892.5,1955,1950,1925,1900,1995,2100,2100,2100,2076.5,1990,1950,1985,1980,1995,2050,2050,2007.5,2100,2097.5,2100,2200,2150,2162.5,2100,2100,2100
"Williamson County","TX","Austin-Round Rock","48","491",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,1549.5,1695,1700,1775,1800,1846,1758.5,1697.5,1697.5,1695,1700,1695,1795,1795,1800,1820,1800,1800,1895,1897.5,1883,1700,1825,1850,1775,1790,1850,1922.5,1800,1895,1850,1895,1797.5,1800,1795,1895,1895,1931,1940.5,1779,1962.5,1895,1785,1800,1825,1872.5,1750,1900,1895,1800,1837.5,1855,1850,1895,1895,1975,1922.5,1875,1888,1831.5,1850,1850,1925,1889.5,1895,1895,1900,1876.5,1863,1899,1950,1925
"Washoe County","NV","Reno","32","031",130,,,,,,,,,,,,,1450,1450,1495,1400,1437.5,1495,1450,1462.5,1450,1500,1437.5,1400,1400,1450,1550,1500,1500,1525,1500,1495,1475,1497.5,1462.5,1495,1437.5,1450,1450,1550,1592.5,1550,1550,1550,1550,1595,1575,1500,1500,1500,1500,1500,1550,1650,1600,1575,1600,1600,1600,1685,1650,1695,1725,1650,1650,1625,1695,1695,1650,1697.5,1700,1750,1800,1800,1800,1895,1800,1795,1795.5,1750,1850,1800,1800,1850,1937,1897.5,1995,2062.5,1995,1950,1995,1995,1995,1995,2000,1995,2025,2095,2095,2147.5,2197.5,2150,2150,2097.5,2100,2112.5,2035,2000
"Monterey County","CA","Salinas","06","053",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,2991,3425,3600,3500,3200,3200,3300,3300,2995,2982,2978.5,3000,3100
"Solano County","CA","Vallejo-Fairfield","06","095",132,,,,,,,,,,,,,,1825,1825,1800,1797.5,1825,1800,1872.5,1847.5,1822.5,1800,1895,1800,1900,1800,1859,1850,1849.5,1875,1875,1811,1799.5,1800,1799.5,1795,1800,1800,1795,1800,1850,1800,1895,1849,1849,1850,1850,1877.5,1875,1875,1900,1922,1950,1939,1950,1945,2050,2087,2050,1962.5,1999,2050,1997.5,2029,2150,2100,2100,2099,2185,2075,2100,2175,2162.5,2100,2115,2150,2195,2195,2200,2100,2138,2102,2202,2200,2250,2275,2295,2350,2400,2300,2300,2300,2300,2300,2350,2450,2450,2400,2400,2450,2500,2480,2375,2395,2450,2462.5,2400
"Berks County","PA","Reading","42","011",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1200,1400,1400,1375,1362.5,1300,1200,1200,1397.5,1350,1350,1490,1525,1710,1500,1609,1425,1300,1500,1400,1250,1240,1200
"Prince William County","VA","Washington-Arlington-Alexandria","51","153",134,,,,2400,2397,2400,2350,2300,2275,2425,2450,2295,2249,2250,2400,2400,2400,2400,2450,2500,2450,2350,2300,2375,2399,2400,2400,2450,2412.5,2450,2400,2395,2400,2250,2300,2200,2300,2300,2450,2400,2400,2450,2500,2500,2400,2385,2400,2450,2400,2400,2400,2500,2500,2495,2450,2397.5,2300,2372.5,2397,2392.5,2399,2400,2400,2500,2500,2500,2450,2450,2400,2400,2400,2400,2400,2500,2475,2500,2400,2500,2500,2400,2450,2400,2400,2500,2500,2500,2500,2500,2500,2550,2500,2500,2500,2350,2395,2400,2500,2500,2500,2600,2600,2500,2550,2500,2495,2500,2500,2450
"Dakota County","MN","Minneapolis-St. Paul-Bloomington","27","037",135,,,,,,,,,,,,,,,,,,,,,,,1695,1695,1695,1695,1650,1700,1700,1795,1795,1795,1697.5,1695,1650,1625,1625,1745,1850,1900,1900,1897.5,1950,1950,1895,1891.5,1795,1795,1795,1737.5,1750,1725,1775,1898,1881.5,1895,1850,1800,1875,1910,1975,1850,1832,1850,1795,1800,1895,1865,1797.5,1825,1850,1898,1899,1895,1898.5,1922.5,1995,1898,1950,1872.5,1898.5,1950,1930,1977.5,1950,1995,1900,1900,2026,1995,1995,2047.5,1995,2000,2097.5,2100,2075,2085,2095,2100,2100,2150,2150,2000,2195,2195,2195,2195
"Ada County","ID","Boise City","16","001",136,,,,,,,,,,,,1100,1097.5,1195,1175,1195,1137.5,1150,1195,1195,1200,1200,1197.5,1195,1200,1195,1195,1195,1200,1200,1250,1250,1250,1200,1200,1272.5,1295,1295,1295,1295,1295,1295,1295,1295,1275,1250,1237.5,1295,1295,1295,1297,1395,1362.5,1395,1395,1325,1350,1350,1300,1350,1395,1450,1495,1437.5,1400,1395,1400,1385,1350,1350,1395,1395,1395,1400,1495,1450,1462.5,1450,1495,1450,1495,1425,1395,1395,1485,1550,1525,1500,1550,1600,1595,1575,1500,1495,1555,1595,1595,1595,1650,1745,1767.5,1795,1750,1750,1612.5,1600,1600,1662.5
"Richland County","SC","Columbia","45","079",137,,,,,,,,,,,,1475,1495,1272.5,1400,1400,1350,1350,1300,1300,1295,1262.5,1200,1250,1272.5,1295,1300,1347.5,1350,1285,1250,1275,1250,1200,1227.5,1252.5,1250,1250,1300,1312.5,1295,1300,1300,1300,1300,1350,1375,1350,1300,1295,1250,1300,1357.5,1262.5,1400,1325,1300,1300,1300,1300,1375,1350,1350,1350,1350,1350,1300,1300,1300,1350,1300,1300,1350,1350,1350,1350,1350,1295,1295,1350,1350,1350,1300,1337.5,1295,1325,1385,1400,1475,1400,1395,1395,1400,1450,1385,1350,1350,1395,1400,1400,1397.5,1395,1400,1350,1395,1412.5,1397.5,1425
"Sarasota County","FL","North Port-Sarasota-Bradenton","12","115",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2597.5,2500,2492.5,2495,2495,2499.5,2499,2600,2697.5,2600,2500,2500,2725,2697.5,2575,2500,2500,2750,2700,2650,2675,2500,2500,2695,2575
"Clackamas County","OR","Portland-Vancouver-Hillsboro","41","005",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2350,2495,2495,2472.5,2495,2495,2400,2625,2650,2595,2600,2595,2497.5,2545,2500,2550,2425,2495,2495,2495,2495,2595,2637.5,2670,2500,2599.5,2599.5,2495,2450,2495,2495
"Orange County","NY","New York-Newark-Jersey City","36","071",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2100,2250,1975,1900,2000,2350,2500,2450,2400,2400,2000,2000,2200,2200,2000,2000,2100,2300,2000,2350,2400,2250,2112.5,2300,2100,2100,2200
"Butler County","OH","Cincinnati","39","017",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1695,1600,1600,1612.5,1650,1700,1700,1750,1725,1695,1650,1695,1750,1775,1795,1750,1700,1795,1850,1795,1800,1750,1767.5,1785
"Saint Charles County","MO","St. Louis","29","183",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.5,1750,1797.5,1700,1725,1712.5,1812.5,1800,1850,1800,1922.5,1825,1795,1795,1772.5,1749.5,1750,1797,1920,1890,1822.5,1830,1850,1815,1795,1750,1800,1797.5
"Forsyth County","NC","Winston-Salem","37","067",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.5,1295,1385,1350,1350,1250,1262.5,1325,1325,1150,1300,1262.5,1275,1250,1285,1225,1250,1225,1200,1200,1205,1200,1250,1295,1350,1345,1299.5,1300,1350,1295,1337.5,1350,1350,1350,1300,1312.5,1275,1325,1325,1297.5,1300,1275,1295,1300,1350,1295,1350,1300,1350,1395,1300,1300,1295,1400,1395,1372.5,1385,1395,1412.5,1395,1450,1450,1395,1450,1447.5,1395,1395,1395,1400,1450,1475,1450,1400,1415,1415,1445,1435,1395,1480
"Charleston County","SC","Charleston-North Charleston","45","019",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2675,2845,2999.5,3000,2775,2675,2750,2700,2600,2500,2472.5,2395,2400,2600,2700,2700,2725,2700,2795,2650,2550,2600,2500,2695,2695,2900
"Placer County","CA","Sacramento--Roseville--Arden-Arcade","06","061",145,,,,,,,,,,,,,,,,,,,,,,,1922.5,1895,1895,1895,1950,1925,1995,2075,1950,1950,1950,1895,1900,1925,1995,1995,1995,1995,1995,2000,1995,1995,1995,1947.5,1995,1995,1995,1995,1995,2025,2050,2100,2000,2095,2000,2000,2000,2095,2100,2095,2025,1967.5,2097.5,2150,2195,2150,2224,2295,2233,2195,2126,2110,2250,2250,2362.5,2395,2222.5,2295,2200,2200,2250,2350,2325,2395,2450,2395,2500,2427,2395,2450,2395,2395,2395,2495,2495,2495,2495,2495,2495,2495,2495,2490,2495,2450,2495,2400
"Marion County","FL","Ocala","12","083",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1500,1575,1325,1400,1650,1590,1395,1550,1500,1500,1500
"Cumberland County","NC","Fayetteville","37","051",147,,,,,,,,,,,,,1250,1250,1295,1300,1325,1295,1275,1275,1250,1225,1200,1250,1250,1267.5,1300,1300,1312.5,1300,1300,1262.5,1250,1250,1250,1200,1200,1225,1250,1275,1250,1250,1295,1295,1250,1250,1250,1250,1200,1214.5,1250,1300,1295,1250,1250,1200,1250,1225,1250,1250,1249.5,1250,1295,1300,1300,1300,1295,1250,1295,1297.5,1250,1250,1250,1250,1250,1300,1350,1350,1300,1262.5,1295,1250,1250,1250,1250,1250,1300,1325,1400,1350,1300,1350,1350,1395,1350,1300,1337.5,1325,1400,1400,1400,1350,1350,1300,1257.5,1312.5,1325,1360
"Chesterfield County","VA","Richmond","51","041",148,,,,,,,1350,1350,1337.5,1300,1300,1395,1387.5,1387.5,1525,1450,1450,1450,1512.5,1585,1525,1500,1450,1450,1450,1450,1500,1500,1562.5,1500,1500,1550,1500,1495,1400,1400,1450,1437.5,1495,1500,1497.5,1595,1612.5,1550,1500,1512.5,1537,1500,1495,1495,1500,1597.5,1549,1600,1585,1600,1595,1550,1550,1500,1500,1500,1625,1549.5,1549,1549.5,1550,1550,1500,1550,1549.5,1495,1550,1595,1600,1600,1695,1672.5,1620,1585,1595,1495,1500,1500,1450,1495,1595,1695,1675,1795,1700,1672.5,1650,1675,1600,1572.5,1700,1750,1750,1800,1800,1750,1762.5,1750,1762.5,1800,1797.5,1795
"Loudoun County","VA","Washington-Arlington-Alexandria","51","107",149,,,,,,,,,,,2500,2550,2600,2825,2925,2700,2700,2700,2500,2500,2650,2700,2600,2600,2550,2550,2762.5,2800,2750,2700,2575,2600,2697.5,2600,2700,2700,2600,2500,2500,2725,2725,2800,2700,2650,2650,2500,2572.5,2500,2500,2500,2500,2600,2670,2695,2695,2700,2600,2600,2600,2600,2675,2800,2800,2800,2700,2700,2700,2650,2590,2575,2562.5,2600,2625,2700,2685,2695,2797.5,2650,2700,2550,2700,2550,2700,2700,2800,2700,2700,2700,2650,2700,2700,2700,2700,2750,2700,2700,2700,2600,2750,2700,2800,2800,2750,2700,2650,2782.5,2700,2700
"Rockland County","NY","New York-Newark-Jersey City","36","087",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2750,2950,2950,2975,3000,2950,3000,2800,2800,3000,3000,2950,2750,2800,2800,3100,3175,3075,3000,3000,2975,2950,2900
"Bell County","TX","Killeen-Temple","48","027",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1100,1275,1275,1250,1250,1262.5,1197.5,1150,1150,1125,1150,1180,1300,1300,1250,1295,1295,1322.5,1310,1290,1267.5,1300,1295
"Henrico County","VA","Richmond","51","087",152,,,,,,,,,,,,1400,1500,1400,1400,1372.5,1400,1450,1425,1495,1495,1495,1400,1495,1500,1600,1575,1650,1600,1495,1495,1450,1550,1600,1550,1525,1495,1497.5,1599.5,1650,1622.5,1525,1685,1600,1595,1595,1550,1550,1650,1625,1600,1597.5,1500,1597.5,1700,1695,1625,1537.5,1512.5,1595,1597.5,1612.5,1642.5,1695,1685,1695,1650,1574.5,1585,1585,1660,1675,1695,1675,1662.5,1662.5,1750,1650,1625,1500,1650,1547.5,1597.5,1650,1650,1675,1600,1775,1775,1750,1750,1762.5,1750,1700,1685,1700,1700,1700,1700,1800,1800,1812.5,1795,1750,1800,1775,1800,1800
"Davis County","UT","Ogden-Clearfield","49","011",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.5,1396,1372.5,1497.5,1475,1550,1595,1595,1525,1512.5,1495,1495,1450,1450,1450,1550,1550,1600,1650,1595,1572.5,1595,1495,1550,1600,1580
"Larimer County","CO","Fort Collins","08","069",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1725,1825,1800,1795,1795,1800,1797.5,1950,1925,1895,1825,1875,1895,1850,1850,1797.5,1800,1795,1695,1750,1772.5,1795,1800,1885,1875,1895,1860,1797.5,1795,1795,1800,1772.5,1875,1900,1975,1995,2000,1950,1925,1975,1995,1895,1895,1900,1995
"Northampton County","PA","Allentown-Bethlehem-Easton","42","095",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1700,1500,1500,1450,1500,1450,1425,1600,1413,1400,1450,1600,1700,1650,1650,1600,1500,1647.5,1500,1600,1550,1597.5,1540,1550
"Dutchess County","NY","New York-Newark-Jersey City","36","027",156,,,,,,,,,,,,2150,2000,1975,2150,2375,2400,2400,2400,2400,2300,2300,2200,2000,2000,2000,2200,2300,2200,2100,2200,2175,2200,2125,2237.5,2200,2275,2325,2500,2400,2250,2300,2300,2400,2200,2000,2000,1975,1950,2000,2150,2200,2375,2337.5,2300,2225,2100,2100,2100,2200,2150,2125,2200,2300,2300,2200,2349.5,2300,2200,2200,2200,2500,2500,2400,2500,2500,2350,2300,2200,2200,2250,2500,2150,2000,2175,2300,2400,2225,2200,2175,2250,2150,2250,2275,2162.5,2100,2175,2250,2400,2200,2400,2300,2300,2500,2500,2400,2500,2500
"Lake County","FL","Orlando-Kissimmee-Sanford","12","069",157,,,,,,,,,,,,,,,,,1500,1435,1325,1300,1300,1300,1375,1400,1395,1400,1500,1500,1400,1500,1477.5,1400,1500,1550,1450,1425,1500,1500,1495,1450,1495,1495,1450,1500,1500,1450,1500,1500,1497.5,1495,1450,1595,1600,1650,1450,1495,1450,1490,1512.5,1500,1500,1500,1497.5,1500,1500,1575,1585,1537.5,1550,1562.5,1525,1550,1550,1650,1600,1562.5,1525,1607.5,1550,1600,1595,1550,1585,1675,1683,1625,1650,1650,1600,1625,1600,1612.5,1600,1650,1650,1680,1695,1750,1795,1765,1790,1750,1722.5,1700,1700,1768,1800,1800
"Fayette County","KY","Lexington-Fayette","21","067",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,1600,1600,1595,1550,1599,1697,1650,1618.5,1595,1600,1600,1750,1722.5,1700,1799.5,1799.5,1695,1700,1677.5,1650,1596,1600,1600,1700,1750,1600,1672.5
"Anchorage Borough","AK","Anchorage","02","020",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2250,2390,2290,2240,2175,2250,2300,2250,2250,2400,2400,2332.5,2400,2390,2200,2300,2300,2250,2350,2297.5,2300,2300,2300,2150,2325,2397.5,2300,2050,2200,2100,2000,1995,1997.5,2250,2200,2200,2225,2100,2157.5,2100,2075,2200,2200,2200,2300,2200,2200,2350,2225,2200,2197.5,2100,2050,2100,2075
"Douglas County","CO","Denver-Aurora-Lakewood","08","035",160,,,,,,,,,,,,,,,,,,2300,2300,2247.5,2100,2100,2272.5,2272.5,2462.5,2400,2362.5,2500,2700,2500,2462.5,2272.5,2200,2400,2400,2295,2200,2300,2495,2300,2425,2475,2395,2300,2425,2400,2500,2200,2262.5,2288,2375,2495,2550,2699,2500,2500,2500,2400,2500,2495,2400,2435,2500,2600,2597,2500,2600,2597.5,2500,2500,2497.5,2550,2600,2500,2550,2500,2650,2500,2500,2495,2450,2400,2495,2500,2500,2500,2525,2595,2595,2595,2550,2550,2500,2500,2500,2500,2662.5,2595,2630,2687,2550,2600,2597,2595,2550,2500,2497,2600
"Lancaster County","NE","Lincoln","31","109",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1350,1300,1347.5,1300,1300,1250,1187.5,1295,1295,1250,1250
"Cumberland County","ME","Portland-South Portland","23","005",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2225,2375,2500,2695,2500,2500,2200,2175,2150,2125,2150,2275
"Lubbock County","TX","Lubbock","48","303",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1695,1700,1675,1662.5,1580,1495,1350,1395,1295,1350,1500,1475,1700,1800,1695,1600,1600,1600,1500,1497.5,1600,1600,1600,1600
"Saint Lucie County","FL","Port St. Lucie","12","111",164,,,,,,,,,,,,1200,1300,1350,1350,1300,1400,1355,1350,1350,1300,1300,1300,1300,1300,1300,1300,1395,1350,1300,1300,1300,1300,1300,1300,1300,1335,1350,1350,1375,1425,1435,1450,1400,1425,1350,1375,1400,1450,1400,1450,1450,1450,1450,1450,1475,1495,1475,1450,1500,1495,1485,1500,1500,1500,1522.5,1500,1500,1500,1550,1550,1500,1600,1625,1650,1585,1600,1650,1595,1600,1550,1600,1600,1650,1699.5,1700,1725,1700,1695,1737.5,1725,1700,1700,1700,1700,1700,1712.5,1800,1797,1750,1800,1800,1750,1747.5,1750,1850,1787.5,1800
"Hamilton County","IN","Indianapolis-Carmel-Anderson","18","057",165,,,,,,,,,,,,,,,,,,,,,,,,,1795,1672.5,1695,1712.5,1575,1595,1525,1500,1537.5,1500,1495,1399,1500,1472.5,1475,1450,1625,1700,1750,1550,1525,1500,1500,1472.5,1450,1450,1500,1625,1550,1600,1597.5,1595,1637.5,1575,1500,1495,1495,1495,1525,1500,1500,1495,1550,1562.5,1525,1545,1625,1575,1562.5,1600,1650,1550,1519,1672,1500,1550,1524.5,1499.5,1595,1522.5,1549.5,1572.5,1597,1550,1600,1595,1590,1595,1595,1650,1650,1550,1650,1695,1695,1670,1645,1595,1650,1600,1595,1595,1600,1650
"New London County","CT","Norwich-New London","09","011",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1875,1900,1795,1725,1600,1675,1600,1600,1725,1700,2000,1800,1750,1775,1512.5,1500,1500,1500,1550
"San Luis Obispo County","CA","San Luis Obispo-Paso Robles-Arroyo Grande","06","079",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,3000,3000,3250,3000,2925,2697.5,2850,2722.5,2675,2575,2500,2600
"Horry County","SC","Myrtle Beach-Conway-North Myrtle Beach","45","051",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1925,1800,1737.5,1650,1600,1650,1700,1675,1650,1700,1775,1750,1795,1750,1697.5,1692.5,1700,1650,1700
"Osceola County","FL","Orlando-Kissimmee-Sanford","12","097",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1395,1350,1375,1375,1390,1400,1400,1435,1495,1499,1450,1450,1450,1475,1475,1455,1462,1500,1475,1495,1500,1500,1500,1548.5,1497.5,1536.5,1500,1500,1512.5,1600,1600,1600,1597,1600,1600,1600,1600,1600,1625,1604.5,1625,1650,1691,1700,1700,1654,1650,1650,1680,1700,1700,1682.5
"Dauphin County","PA","Harrisburg-Carlisle","42","043",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,995,950,1030,999,985,995,1097,995,1047.5,950,967.5,997.5,1072.5,975,935,975,987.5,975,962.5,997.5,1022.5,1095,1150,995,962.5
"Durham County","NC","Durham-Chapel Hill","37","063",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1497.5,1600,1600,1650,1700,1650,1695,1700,1645,1620,1595,1595,1590,1590,1695,1650,1700,1692.5,1695,1645,1600,1600,1597,1625,1672.5
"Chatham County","GA","Savannah","13","051",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463,1400,1550,1537.5,1672.5,1600,1595,1575,1550,1587.5,1550,1525,1500,1550,1550,1550,1612.5,1700,1695,1650,1637.5,1637.5,1600,1600,1625,1550,1595
"Lexington County","SC","Columbia","45","063",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1450,1500,1495,1537.5,1600,1500,1537.5,1500,1450,1495,1395,1412.5,1412.5,1425,1595,1500,1525,1495,1497.5,1500,1547.5,1525,1500,1535
"Clayton County","GA","Atlanta-Sandy Springs-Roswell","13","063",174,,,,,,,,,,,,1050,1050,1100,1025,1050,1100,1085,1050,1062.5,1050,1095,1100,1050,1025,1000,995,999.5,1000,995,995,1000,1000,1000,1000,1000,1000,1045,1050,1050,1020,1000,1050,1050,1050,1000,1000,1000,1000,1000,1000,1075,1050,1050,1050,1050,1050,1000,1025,1040,1050,1100,1100,1085,1100,1099.5,1050,1100,1112.5,1125,1125,1100,1100,1100,1100,1150,1099.5,1097.5,1125,1150,1150,1100,1100,1125,1132,1150,1185,1195,1172.5,1150,1195,1175,1200,1235,1200,1195,1250,1295,1250,1275,1265,1300,1300,1299,1297,1280,1295,1300
