"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"New Jersey",11,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2500,2650,2600,2500,2400,2400,2272.5,2100,2100,2200,2000,2000,2200,2300,2400,2400,1970,2000,1950,1900,1900,1850,1935,1900,1900,1850,1897,2000,2000,2000,2000,2100,2100,2000,1850,1900,1995,1995,2000,2100,2000,2100,2000,1950,1950,1975,1980,2000,2100,2100,2100,2000,2150,2100,2000,2050,2000,2000,2000,2000,2000,2000,2100,2175,2200,2197,2100,2100,2100,2100,2049,2050,2100,2150,2200,2200,2200,2200,2200,2150,2150,2100,2100,2100
"Virginia",12,1350,1295,1300,1350,1395,1450,1375,1300,1295,1300,1350,1300,1305,1350,1397,1400,1400,1400,1400,1395,1375,1350,1350,1350,1395,1400,1400,1450,1463.5,1495,1475,1450,1450,1450,1450,1450,1450,1475,1490,1499,1500,1500,1495,1500,1495,1450,1495,1450,1450,1450,1475,1550,1575,1595,1550,1550,1500,1500,1500,1500,1500,1500,1550,1550,1575,1550,1550,1525,1500,1500,1500,1495,1495,1500,1525,1575,1500,1595,1550,1500,1500,1500,1475,1500,1500,1500,1550,1600,1600,1600,1595,1575,1550,1550,1550,1550,1550,1595,1600,1675,1695,1699,1669,1650,1600,1635,1615,1600
"Washington",13,1250,1295,1395,1400,1450,1495,1500,1495,1495,1450,1395,1350,1380,1395,1375,1395,1400,1400,1395,1375,1375,1350,1300,1300,1300,1336.5,1350,1350,1350,1375,1350,1350,1325,1325,1300,1295,1300,1300,1350,1391,1395,1395,1400,1425,1425,1400,1400,1400,1400,1395,1400,1450,1450,1490,1475,1495,1475,1475,1465,1475,1490,1495,1500,1525,1550,1550,1585,1585,1550,1595,1575,1595,1600,1600,1600,1650,1650,1725,1695,1699,1690,1650,1650,1745,1750,1795,1850,1895,1940,1950,1950,1950,1895,1876,1850,1850,1845,1860,1895,1945,1995,2000,1995,1950,1929,1895,1895,1895
"Massachusetts",14,,,,,,,,,,,,,2100,2200,2230,2250,2200,2200,2100,2000,1950,1900,1850,2000,2200,2300,2400,2400,2400,2350,2300,2200,2200,2200,2290,2400,2500,2500,2500,2550,2500,2500,2500,2500,2495,2400,2472,2500,2600,2600,2625,2700,2675,2650,2600,2550,2500,2450,2500,2695,2700,2750,2750,2750,2700,2700,2650,2600,2500,2550,2600,2800,2895,2805,2800,2800,2800,2795,2750,2700,2600,2595,2600,2900,2900,2900,2900,2900,2900,2850,2800,2750,2700,2700,2800,2950,3000,3000,2975,2975,2975,2900,2800,2800,2799,2800,2950,3000
"Indiana",15,,1200,1195,1200,1195,1150,1200,1075,1100,1150,1097.5,980,934.5,947.5,978,975,905,860,850,850,850,850,850,895,900,900,875,890,850,875,900,900,900,895,815,800,850,850,899,910,950,919,900,975,975,950,995,995,950,950,950,1000,995,995,1025,1025,1000,1000,995,995,1000,1050,1050,1075,1050,1025,1000,1007,1021.5,1005,995,995,995,1011,1050,1100,1080,1095,1050,1061,1014.5,1075,1050,1000,1050,1079,1100,1100,1100,1100,1095,1099.5,1099,1075,1050,1050,1075,1105,1150,1150,1152,1160,1150,1182.5,1150,1124,1100,1100
"Arizona",16,,,1197.5,1150,1250,1200,1200,1196.5,1100,1097.5,1095,997,995,995,1000,1000,995,995,1025,1025,1000,999,995,1000,1025,1055,1094,1062,1095,1045,1025,1075,1060,1060,1055,1061,1066,1075,1075,1089,1075,1095,1050,1050,1000,1025,1050,1000,1000,1000,1025,1100,1095,1095,1075,1050,1050,1025,1050,1050,1096,1100,1150,1125,1115,1150,1140,1115,1102.5,1150,1200,1195,1175,1180,1200,1199.5,1195,1175,1190,1175,1100,1150,1100,1177.5,1200,1235.5,1295,1295,1275,1289,1275,1261.5,1250,1250,1245,1264,1300,1328.5,1370,1395,1395,1400,1399,1369.5,1400,1400,1400,1439
"Tennessee",17,950,1050,1197.5,1195,1155,1197.5,1175,1100,1100,1000,1100,1000,1017.5,1000,1095,1100,1100,1100,1100,1095,1050,1000,1000,996,1017,1050,1075,1085,1095,1084,1075,1050,1050,1050,1000,995,995,995,999,1000,1000,1010,995,995,1000,1000,1000,995,970,985,995,1025,1000,1000,1000,995,995,995,999,999,995,999,995,995,1029.5,1050,1050,1050,1050,1075,1050,1050,1050,1095,1100,1150,1100,1195,1132.5,1150,1100,1150,1100,1150,1150,1178,1199,1200,1200,1211,1200,1200,1200,1200,1200,1225,1210,1250,1295,1295,1289,1300,1300,1295,1295,1295,1295,1275
"Missouri",18,,,1150,1150,1025,1000,1050,1000,1000,1000,1050,900,900,915,975,975,925,900,900,900,935,925,900,975,950,975,975,950,950,945,950,925,900,900,895,895,880,900,895,900,895,900,900,895,900,895,895,895,895,895,900,925,925,950,925,900,900,900,895,900,900,900,900,900,950,950,925,910,925,910.5,910,925,950,950,950,975,975,990,990,975,975,950,995,950,975,975,975,995,995,1000,1000,1000,1000,995,995,995,995,995,1000,1045,1075,1095,1095,1095,1095,1095,1090,1075
"Maryland",19,,,,,,,,,,,,,1500,1500,1600,1599.5,1575,1590,1570,1500,1500,1530,1500,1510,1513,1550,1550,1547,1560,1549,1589,1590,1590,1590,1585,1595,1617,1620,1636,1609,1595,1600,1635,1633,1637,1605,1650,1640,1633,1629.5,1650,1704,1704,1700,1702,1700,1664,1665,1650,1650,1675,1700,1695,1700,1717.5,1700,1700,1675,1679,1695,1669,1695,1695,1705,1725.5,1775,1735,1742.5,1730,1675,1675,1667.5,1650,1695,1699,1749,1790,1749,1725,1720,1740,1727,1727,1714,1725,1745,1730,1755,1798,1795,1799,1790,1795,1785,1750,1769,1750,1734
"Wisconsin",20,,,,,,,,,,,,,,,,,,,,,,,,1150,1125,1200,1225,1199.5,1195,1150,1150,1150,1200,1185,1195,1005,1090,1125,1120,1095,1095,1070,1100,1150,1195,1200,1199.5,1150,1050,1050,1075,1150,1195,1195,1150,1125,1150,1150,1100,1099,1092.5,1125,1187.5,1150,1099,1090,1050,1075,1100,1095,1089.5,1095,1130,1200,1200,1225,1100,1175,1150,1099,1175,1200,1100,1175,1215,1250,1250,1225,1200,1200,1195,1175,1245,1200,1200,1200,1237.5,1295,1299,1300,1275,1250,1200,1200,1250,1250,1250,1250
"Minnesota",21,,,,,,,,,,,,,,,,,,,,1350,1350,1309.5,1295,1295,1295,1300,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1371.5,1350,1395,1395,1375,1395,1395,1395,1395,1395,1395,1395,1395,1395,1400,1400,1400,1400,1399,1395,1395,1395,1395,1399,1400,1440,1450,1450,1450,1432.5,1403,1400,1450,1449,1450,1490,1495,1495,1495,1495,1499,1450,1495,1450,1495,1400,1449,1495,1500,1500,1550,1564,1564.5,1550,1500,1500,1500,1520,1500,1550,1595,1600,1610,1650,1650,1649.5,1625,1601,1600,1600,1600
"Colorado",22,,,,,1372.5,1300,1250,1200,1195,1250,1300,1300,1275,1275,1300,1300,1295,1295,1295,1295,1295,1275,1250,1250,1275,1300,1300,1300,1325,1335,1325,1333,1345,1350,1325,1336,1376.5,1355.5,1398.5,1356,1350,1366,1350,1350,1350,1395,1350,1400,1395,1395,1400,1450,1475,1495,1485,1495,1500,1495,1495,1500,1575,1600,1695,1695,1695,1695,1750,1772,1750,1795,1769,1785,1795,1850,1800,1800,1800,1800,1800,1799,1795,1776,1750,1800,1850,1900,1931.5,1950,1950,1950,1916,1895,1895,1899,1895,1895,1950,1985,2000,2000,2000,1995,2000,1995,1975,1995,2000,2000
"Alabama",23,,,980,975,1000,1050,1000,955,950,950,950,950,925,950,975,995,950,950,950,931.5,900,925,950,925,950,975,850,800,850,850,854,850,850,895,854,875,875,892.5,898.5,892,875,875,850,895,895,825,900,837.5,825,825,837.5,895,895,900,900,900,900,900,900,900,865,895,900,900,925,950,925,925,925,950,925,950,930,950,975,950,1023,995,1000,950,950,975,925,995,995,995,995,995,995,1000,995,1000,1000,1000,1000,1025,1010,1049,1050,1065,1080,1095,1087.5,1075,1095,1095,1075,1045
"South Carolina",24,,,,,,,,,,,,,1050,1060,1100,1150,1100,1100,1085,1000,1000,1000,1050,1045,1045,1050,1047.5,1050,1095,1050,1050,1050,1050,1041,1000,1046,1050,1059,1095,1100,1100,1150,1119.5,1150,1150,1125,1150,1150,1100,1100,1100,1150,1175,1195,1200,1195,1150,1150,1150,1158,1195,1200,1200,1200,1200,1200,1200,1175,1175,1150,1150,1200,1200,1250,1250,1250,1250,1250,1250,1200,1200,1200,1200,1250,1250,1295,1350,1350,1350,1335,1300,1310,1300,1300,1300,1305,1350,1395,1400,1400,1400,1395,1379,1350,1350,1350,1350,1350
"Louisiana",25,,,,,,1200,1200,1100,1100,1100,1147,1100,1150,1150,1200,1200,1150,1200,1162.5,1120,1100,1100,1100,1100,1100,1100,1100.5,1100,1100,1100,1100,1100,1100,1055,1048,1080,1100,1100,1100,1150,1195,1105,1100,1150,1150,1150,1200,1100,1095,1100,1100,1195,1200,1200,1200,1150,1200,1200,1200,1200,1150,1200,1200,1200,1200,1200,1200,1200,1162.5,1150,1195,1195,1200,1200,1200,1250,1200,1200,1200,1200,1100,1200,1200,1200,1200,1200,1250,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1250,1295,1269,1266.5,1250,1225,1204.5,1200,1200,1200
"Kentucky",26,,,,,,,,1037.5,1050,1075,1050,925,900,900,950,952.5,965,1000,1000,989,989,995,1000,975,950,975,942.5,940,949,925,925,975,915,925,900,909,912,950,950,955,925,919,925,950,959,939,950,949,900,919,925,975,978,995,975,995,995,995,995,999,995,1000,1057.5,1095,1042,1025,1000,1000,1000,1000,1000,1012,1025,1050,1100,1100,1075,1050,1050,1050,1050,1050,1049.5,1050,1050,1100,1100,1114,1150,1150,1114,1100,1100,1100,1095,1095,1100,1150,1195,1182.5,1195,1200,1178,1195,1200,1155.5,1150,1151
"Oregon",27,,,897.5,950,975,997.5,980,1000,1000,1000,1175,1100,1100,1125,1195,1195,1200,1195,1200,1200,1195,1195,1195,1195,1195,1197,1195,1200,1200,1250,1250,1250,1205,1200,1195,1195,1195,1200,1200,1250,1250,1277.5,1295,1295,1295,1275,1295,1250,1250,1253,1292.5,1350,1355,1395,1395,1395,1395,1395,1395,1395,1395,1450,1444,1450,1495,1499,1525,1500,1500,1500,1540,1540,1595,1600,1595,1595,1595,1600,1623,1600,1600,1600,1600,1645,1695,1695,1700,1745,1750,1771,1750,1750,1707,1695,1695,1700,1700,1711,1750,1795,1795,1800,1795,1795,1750,1701,1711,1729.5
"Oklahoma",28,,,,,,,,,,,,,,950,950,950,925,895,850,875,875,895,899,900,925,995,925,950,950,925,975,945,950,950,900,895,900,975,990,1010,995,950,975,1000,1050,1050,1095,1000,1000,1017.5,1050,1150,1125,1123.5,1100,1095,1095,1075,1095,1095,1100,1172.5,1195,1195,1180,1175,1125,1095,1075,1075,1095,1095,1100,1145,1150,1100,1100,1095,1095,1050,1000,1049,1025,1040,1050,1099,1100,1100,1100,1095,1050,1003,1000,1000,1000,1049,1050,1050,1075,1075,1075,1050,1050,1000,1050,1049.5,1049,1050
"Connecticut",29,,1700,1825,1800,2000,1900,1800,1750,1700,1700,1800,1800,1800,1850,2000,2000,2000,1850,1800,1800,1800,1800,1762.5,1750,1800,1800,1800,1800,1850,1800,1800,1750,1750,1700,1650,1650,1700,1750,1800,1800,1800,1800,1800,1800,1800,1700,1750,1700,1650,1650,1650,1800,1800,1800,1800,1800,1800,1750,1700,1700,1700,1750,1775,1800,1800,1800,1800,1800,1795,1747.5,1697.5,1700,1800,1800,1800,1800,1800,1800,1800,1700,1750,1700,1700,1750,1700,1800,1800,1800,1800,1850,1800,1750,1700,1700,1650,1650,1650,1750,1800,1800,1800,1845,1800,1800,1750,1725,1700,1700
"Iowa",30,,,,,,,,,,,,,,,,,,,850,975,1100,1025,1000,1000,1000,1077.5,1080,997.5,1007.5,1050,990,997.5,1000,1000,1000,1000,1000,1050,1050,1050,1050,992.5,995,1050,1145,1080,1075,1000,990,990,995,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1145,1145,1200,1200,1150,1145,1145,1100,1100,1145,1145,1145,1150,1150,1150,1145,1195,1150,1100,1195,1150,1100,1150,1200,1200,1200,1200,1200,1198,1150,1115,1169,1155,1150,1175,1199,1200,1200,1200,1200,1200,1195,1195,1195,1200,1197,1200
"Mississippi",31,,,,,,,,,,,,,750,795,850,850,850,830,800,849.5,875,875,890,897.5,899,914,900,935,900,910,895,900,900,899,900,895,910,938,899,900,900,900,910,900,900,895,900,900,900,900,900,900,935,940,995,950,950,975,975,975,950,1025,1000,1000,1000,1000,1000,995,975,975,975,925,950,1012,995,1050,1025,995,1020,1045,1050,1000,1015,1075,1080,1100,1150,1100,1100,1100,1100,1100,1100,1069,1115,1100,1150,1195,1200,1200,1175,1200,1200,1200,1200,1200,1200,1200
"Arkansas",32,,,,,,862.5,885,757.5,850,850,850,795,750,800,850,850,850,850,800,800,795,800,847.5,832.5,800,800,800,850,822.5,835,895,895,897,875,850,850,989,950,975,1000,1000,850,850,875,885,825,830,825,825,835,850,925,900,900,900,900,900,900,900,900,935,950,975,975,950,950,900,900,900,900,875,900,926,950,950,975,950,990,910,900,930,997.5,950,917.5,995,992.5,1050,1050,1000,1050,1000,999,995,975,975,995,995,975,975,975,975,982.5,995,995,985,995,977,975
"Kansas",33,,,,,,,,,,,,895,879.5,900,1025,1025,1085,950,875,925,950,900,950,995,1025,1050,1100,1100,1095,1040,1045,1000,995,1020,1000,995,1050,1035,1099,1100,1095,1092.5,1080,1090,1055,1025,1050,1050,1000,1000,1020,1095,1100,1095,1050,1026,1030.5,1050,1000,1050,1098,1075,1125,1150,1100,1100,1100,1099,1095,1050,1050,1050,1100,1100,1100,1150,1100,1100,1100,1075,1095,999,1050,1080,1100,1100,1112.5,1145,1150,1125,1095,1095,1095,1095,1097,1100,1100,1100,1125,1138,1100,1100,1125,1100,1100,1100,1100,1100
"Utah",34,,,,,,,,,,,,1197.5,1150,1145,1050,1095,1150,1150,1100,1050,1000,1000,1025,1025,1050,1050,1095,1095,1100,1095,1095,1095,1099,1100,1095,1095,1100,1127,1125,1119,1150,1195,1195,1200,1200,1195,1167.5,1125,1125,1100,1100,1100,1100,1150,1150,1200,1195,1175,1195,1175,1195,1195,1195,1200,1195,1200,1200,1200,1195,1169,1195,1195,1195,1200,1200,1250,1250,1250,1300,1295,1295,1250,1266,1295,1300,1325,1365,1345,1350,1375,1385,1370,1350,1365.5,1379.5,1375,1395,1395,1400,1400,1400,1415,1441,1450,1450,1450,1460,1450
"Nevada",35,1200,1180,1200,1200,1200,1200,1197.5,1195,1195,1195,1150,1175,1175,1175,1155,1175,1195,1175,1150,1150,1150,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1099,1095,1095,1099,1100,1100,1100,1100,1125,1125,1150,1145,1125,1130,1150,1150,1150,1150,1175,1180,1195,1195,1195,1195,1190,1182.5,1190,1195,1200,1200,1200,1200,1200,1210,1200,1200,1225,1225,1200,1249,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1275,1295,1300,1325,1350,1350,1350,1350,1350,1350,1350,1350,1350,1375,1395,1410,1427,1425,1450,1450,1465.5,1475,1460,1495,1500
"New Mexico",36,,,,,,,,,,,,,,,1195,1195,1175,1170,1125,1100,1100,1095,1100,1115,1100,1115,1100,1100,1100,1100,1100,1100,1095,1075,1075,1095,1100,1100,1100,1100,1150,1126,1150,1150,1125,1100,1100,1100,1095,1095,1095,1100,1100,1125,1150,1125,1100,1100,1100,1100,1100,1112.5,1150,1150,1175,1175,1175,1150,1150,1150,1150,1150,1150,1150,1150,1150,1195,1197.5,1195,1195,1175,1150,1150,1150,1150,1150,1195,1200,1200,1200,1199,1200,1200,1200,1200,1200,1200,1200,1225,1250,1259,1250,1250,1250,1250,1250,1250,1250
"West Virginia",37,,,,1200,1095,1125,995,1100,1147.5,1197.5,1022.5,1072.5,1050,1050,1200,1200,1200,1200,1200,1195,1000,1100,1100,1000,1100,1100,1100,1100,1150,1152.5,1100,1200,1100,1100,1100,1100,1050,1075,1050,1050,1200,1200,1150,1100,1047.5,1100,1050,1075,1100,997.5,975,1050,1152.5,1195,1100,1100,1100,1100,1175,1150,1200,1200,1200,1200,1175,1150,1185,1200,1142.5,1100,1100,1180,1110,1150,1200,1200,1185,1200,1137.5,1100,1150,1150,1095,1100,1050,1150,1100,1100,1150,1100,1075,1050,1050,1100,1100,1150,1150,1125,1100,1100,1100,1102.5,1100,1050,1000,1100,1100,1100
"Nebraska",38,,,,,,,,,,,,,1000,1000,1050,1100,1050,1095,1100,997.5,1000,995,995,1000,1000,1025,971,995,1000,1000,1000,1070,1095,1050,1000,999,1015,1050,1100,1097.5,1150,1150,1150,1150,1149.5,1100,1140,1145,1100,1097.5,1100,1195,1175,1200,1200,1200,1175,1150,1122.5,1135,1150,1192.5,1200,1200,1200,1195,1200,1200,1197.5,1175,1195,1195,1200,1215,1250,1250,1275,1200,1234,1250,1222.5,1200,1200,1200,1200,1200,1250,1295,1269.5,1297,1275,1250,1250,1250,1250,1250,1275,1295,1295,1300,1300,1300,1300,1288,1275,1250,1250,1250
"Idaho",39,,,,,,,,,,,,875,895,885,895,850,850,875,875,875,850,850,850,850,850,875,895,895,895,895,895,895,895,895,895,895,895,925,925,950,950,950,950,950,950,950,950,945,925,950,950,975,995,995,995,995,995,995,995,995,1000,1025,1025,1050,1049,1050,1049,1025,1050,1025,1039,1050,1050,1050,1095,1100,1125,1050,1100,1100,1095,1099.5,1100,1100,1145,1175,1175,1199,1200,1200,1200,1200,1200,1200,1195,1200,1212.5,1249,1250,1300,1350,1350,1355,1350,1350,1350,1315,1350
"Hawaii",40,,,,,,,,,2600,2500,2325,2300,2200,2200,2200,2350,2250,2200,2200,2195,2200,2200,2200,2200,2200,2200,2250,2255,2300,2250,2200,2200,2250,2250,2200,2295,2200,2300,2350,2400,2400,2300,2250,2200,2200,2100,2185,2200,2100,2100,2200,2410,2462.5,2497.5,2500,2500,2500,2499.5,2450,2495,2497.5,2600,2600,2600,2624,2612,2672.5,2600,2600,2600,2600,2600,2500,2600,2600,2650,2700,2700,2600,2600,2600,2500,2500,2600,2600,2600,2650,2650,2650,2650,2647,2600,2600,2600,2600,2575,2600,2600,2600,2636.5,2700,2700,2600,2650,2600,2600,2600,2650
"Maine",41,,,,,,,,,,,,,,,,,,,,,,,,1100,1195,1050,1195,1205,1285,1250,1300,1285,1295,1367.5,1275,1225,1375,1250,1200,1200,1200,1200,1075,1200,1200,1200,1200,1200,1037.5,1000,1100,1200,1296,1262.5,1262.5,1200,1200,1225,1250,1200,1200,1215,1300,1255,1300,1450,1445,1400,1350,1300,1295,1350,1400,1400,1350,1325,1350,1350,1325,1350,1400,1262.5,1200,1300,1450,1495,1500,1500,1500,1465,1599.5,1590,1500,1500,1500,1500,1495,1500,1600,1595,1600,1700,1700,1700,1600,1612.5,1612.5,1575
